logical_path	kind	bytes	mtime_epoch	preservation
$TMP/openramble-derived-overlay-installer-memo.md	file	16067	1786729453	metadata-or-selected-evidence
$TMP/openramble-diag-build.log	file	29540	1786656770	metadata-or-selected-evidence
$TMP/openramble-dictationcore-current.log	file	130643	1786703459	metadata-or-selected-evidence
$TMP/openramble-dictationcore-final.log	file	126285	1786704088	metadata-or-selected-evidence
$TMP/openramble-dictationcore-tsan-final.log	file	40781	1786704160	metadata-or-selected-evidence
$TMP/openramble-direct-input-no-candidate-ab-m4-20260814.json	file	219402	1786718970	metadata-or-selected-evidence
$TMP/openramble-direct-io-ctc-ab-m4-20260814.json	file	223054	1786718919	metadata-or-selected-evidence
$TMP/openramble-dominant-short-quality-v1	directory	167088128	1786738025	metadata-or-selected-evidence
$TMP/openramble-dual-cache-falsifier	directory	233472	1786731088	curated-content+metadata
$TMP/openramble-dual-cache-model-preflight	directory	2224537600	1786732550	curated-content+metadata
$TMP/openramble-encoder-4bit	directory	931442688	1786736066	curated-content+metadata
$TMP/openramble-endpoint-cache	directory	422662144	1786724957	curated-content+metadata
$TMP/openramble-exact-cache-build	directory	491687936	1786728501	metadata-or-selected-evidence
$TMP/openramble-exact-cache-fixture-derived	directory	522059776	1786730213	metadata-or-selected-evidence
$TMP/openramble-exact-cache-product	directory	555778048	1786726433	metadata-or-selected-evidence
$TMP/openramble-exact-cache-worker-derived	directory	785215488	1786730211	metadata-or-selected-evidence
$TMP/openramble-fair-n50-manifest.json	file	7590	1786699332	metadata-or-selected-evidence
$TMP/openramble-fair-paired-n50-20260814-evidence.json	file	4741	1786700408	metadata-or-selected-evidence
$TMP/openramble-fair-paired-n50-20260814.json	file	794427	1786700188	metadata-or-selected-evidence
$TMP/openramble-final-check.log	file	608	1786705555	metadata-or-selected-evidence
$TMP/openramble-fleurs-rows.json	file	15507	1786686332	metadata-or-selected-evidence
$TMP/openramble-fleurs-ru-validation-1.wav	file	476218	1786686333	metadata-or-selected-evidence
$TMP/openramble-fleurs-ru-validation-6.wav	file	307258	1786686333	metadata-or-selected-evidence
$TMP/openramble-flock-probe	file	34504	1786695856	metadata-or-selected-evidence
$TMP/openramble-flock-probe.swift	file	66	1786695856	metadata-or-selected-evidence
$TMP/openramble-floor-vocab-off.txt	file	1612	1786682550	metadata-or-selected-evidence
$TMP/openramble-floor-vocab-on.txt	file	1650	1786682548	metadata-or-selected-evidence
$TMP/openramble-floor.G3sBtE	directory	65536	1786682539	metadata-or-selected-evidence
$TMP/openramble-fluid-cache-product	directory	487444480	1786730209	metadata-or-selected-evidence
$TMP/openramble-fluidaudio-cache.C6PnUR	directory	558391296	1786715085	metadata-or-selected-evidence
$TMP/openramble-fused-tdt-cached	directory	1709498368	1786733106	curated-content+metadata
$TMP/openramble-gigaam-example.wav	file	361324	1786686099	metadata-or-selected-evidence
$TMP/openramble-gigaam-source	directory	1908736	1786686081	metadata-or-selected-evidence
$TMP/openramble-gpu-cache-parity-ee9a7f12	directory	353075200	1786741066	curated-content+metadata
$TMP/openramble-gstack-benchmark-session-id	file	17	1786723264	metadata-or-selected-evidence
$TMP/openramble-gstack-review-session-id	file	1	1786704604	metadata-or-selected-evidence
$TMP/openramble-handy	directory	12509184	1786648525	metadata-or-selected-evidence
$TMP/openramble-handy-current	directory	10135760896	1786662262	metadata-or-selected-evidence
$TMP/openramble-handy-main.lYPxRf	directory	12603392	1786694542	metadata-or-selected-evidence
$TMP/openramble-handy-model	directory	739512320	1786652048	metadata-or-selected-evidence
$TMP/openramble-handy-patch-check.fXht1B	directory	12525568	1786706106	metadata-or-selected-evidence
$TMP/openramble-handy-release	directory	61247488	1786652089	metadata-or-selected-evidence
$TMP/openramble-handy-silence.f32le	file	64000	1786698758	metadata-or-selected-evidence
$TMP/openramble-hf	directory	739516416	1786652301	metadata-or-selected-evidence
$TMP/openramble-hotkey-after.log	file	63442	1786709094	metadata-or-selected-evidence
$TMP/openramble-hotkey-before.log	file	332313	1786709027	metadata-or-selected-evidence
$TMP/openramble-hybrid-product-ab	directory	192860160	1786723604	metadata-or-selected-evidence
$TMP/openramble-idle-worker-green.log	file	178317	1786703149	metadata-or-selected-evidence
$TMP/openramble-idle-worker-red.log	file	124055	1786702812	metadata-or-selected-evidence
$TMP/openramble-input-fill-bench	directory	821600256	1786718120	metadata-or-selected-evidence
$TMP/openramble-int8-e2c2449-model	directory	632680448	1786739684	metadata-or-selected-evidence
$TMP/openramble-int8-encoder-e2c2449	directory	632799232	1786739787	metadata-or-selected-evidence
$TMP/openramble-intermediate-quality-gate	directory	3118120960	1786729600	curated-content+metadata
$TMP/openramble-jointdecision-aed0274.Lygb0X	directory	32768	1786739976	metadata-or-selected-evidence
$TMP/openramble-jointdecision-auto-aed0274	directory	483598336	1786740322	metadata-or-selected-evidence
$TMP/openramble-jointdecisionv2-aed0274	directory	24576	1786740770	metadata-or-selected-evidence
$TMP/openramble-jsonl-smoke.stderr	file	0	1786697835	metadata-or-selected-evidence
$TMP/openramble-kimi-closed-cache-architecture.txt	file	5370	1786725716	metadata-or-selected-evidence
$TMP/openramble-kimi-consult	directory	4870144	1786724235	metadata-or-selected-evidence
$TMP/openramble-kimi-consult.md	file	2586	1786628695	metadata-or-selected-evidence
$TMP/openramble-kimi-empty-skills	directory	0	1786724218	metadata-or-selected-evidence
$TMP/openramble-kimi-readonly-agent.md	file	470	1786717344	metadata-or-selected-evidence
$TMP/openramble-kimi-remaining-speed.prompt	file	3025	1786717181	metadata-or-selected-evidence
$TMP/openramble-kimi-review.md	file	3481	1786630908	metadata-or-selected-evidence
$TMP/openramble-kimi-streaming-consult.txt	file	2883	1786724240	metadata-or-selected-evidence
$TMP/openramble-kimi-streaming-followup.txt	file	2230	1786724699	metadata-or-selected-evidence
$TMP/openramble-land-skill.env	file	205	1786653838	metadata-or-selected-evidence
$TMP/openramble-landing-desktop.png	file	588967	1786658533	metadata-or-selected-evidence
$TMP/openramble-landing-mobile.png	file	511411	1786658532	metadata-or-selected-evidence
$TMP/openramble-landing-tablet.png	file	573618	1786658572	metadata-or-selected-evidence
$TMP/openramble-legacy-cleanup-tsan.log	file	370608	1786705574	metadata-or-selected-evidence
$TMP/openramble-live-appcast.xml	file	4384	1786710932	metadata-or-selected-evidence
$TMP/openramble-live-build.log	file	68076	1786656802	metadata-or-selected-evidence
$TMP/openramble-localasr-adapter-current.log	file	20296	1786703709	metadata-or-selected-evidence
$TMP/openramble-localasr-ctc-bench	directory	549769216	1786718702	metadata-or-selected-evidence
$TMP/openramble-localasr-ctc-only	directory	485564416	1786719247	metadata-or-selected-evidence
$TMP/openramble-localasr-final.log	file	105470	1786704073	metadata-or-selected-evidence
$TMP/openramble-main-ci-app-failed.log	file	1171089	1786708936	metadata-or-selected-evidence
$TMP/openramble-main-only-memory.log	file	1353	1786697334	metadata-or-selected-evidence
$TMP/openramble-main-resident.log	file	78982	1786697430	metadata-or-selected-evidence
$TMP/openramble-main-vocab-memory.log	file	1391	1786697345	metadata-or-selected-evidence
$TMP/openramble-nemotron-coreml-1a41b757-2240	directory	615460864	1786736918	metadata-or-selected-evidence
$TMP/openramble-nemotron-coreml-model-api.json	file	38417	1786736529	metadata-or-selected-evidence
$TMP/openramble-nemotron-coreml-smoke	directory	174632960	1786737292	curated-content+metadata
$TMP/openramble-network-audit.out	file	187	1786700395	metadata-or-selected-evidence
$TMP/openramble-paired-protocol-smoke.json	file	60599	1786698905	metadata-or-selected-evidence
$TMP/openramble-parakeet-alt	directory	142098432	1786713972	metadata-or-selected-evidence
$TMP/openramble-phase-breakdown-ee9a7f12	directory	189042688	1786723910	curated-content+metadata
$TMP/openramble-phase-term-auto-m4-neuralEngine-20260814.json	file	63393	1786712813	metadata-or-selected-evidence
$TMP/openramble-phase-term-auto-manifest.json	file	435	1786712796	metadata-or-selected-evidence
$TMP/openramble-phase-term-m4-20260814.json	file	80845	1786712638	metadata-or-selected-evidence
$TMP/openramble-phase-term-m4-gpu-20260814.json	file	65154	1786712694	metadata-or-selected-evidence
$TMP/openramble-phase-term-m4-neuralEngine-20260814.json	file	65094	1786712683	metadata-or-selected-evidence
$TMP/openramble-phase-term-manifest.json	file	440	1786712620	metadata-or-selected-evidence
$TMP/openramble-phase-term-ru-no-vocab-m4-neuralEngine-20260814.json	file	55235	1786712815	metadata-or-selected-evidence
$TMP/openramble-phase-timing-m4-20260814.json	file	367097	1786712573	metadata-or-selected-evidence
$TMP/openramble-pr-body.md	file	6718	1786706775	metadata-or-selected-evidence
$TMP/openramble-public-api.json	file	160	1786710890	metadata-or-selected-evidence
$TMP/openramble-public-check.FtHj1E	directory	7438336	1786710247	metadata-or-selected-evidence
$TMP/openramble-public-landing.html	file	165861	1786710890	metadata-or-selected-evidence
$TMP/openramble-real-short-manifest.json	file	2578	1786686433	metadata-or-selected-evidence
$TMP/openramble-recovery-publish-green.log	file	5633	1786703137	metadata-or-selected-evidence
$TMP/openramble-release-0.7.0.log	file	29603	1786709763	metadata-or-selected-evidence
$TMP/openramble-release-check.6WLSct	directory	7430144	1786709815	metadata-or-selected-evidence
$TMP/openramble-residency-current.log	file	100666	1786703921	metadata-or-selected-evidence
$TMP/openramble-review-fixes-full-app.log	file	454293	1786708029	metadata-or-selected-evidence
$TMP/openramble-root-focused	directory	1056436224	1786701987	metadata-or-selected-evidence
$TMP/openramble-ru-terms-repeat2.wav	file	485024	1786719388	metadata-or-selected-evidence
$TMP/openramble-rustup	directory	568164352	1786630080	metadata-or-selected-evidence
$TMP/openramble-rustup-home	directory	573915136	1786698223	metadata-or-selected-evidence
$TMP/openramble-rustup.9jYzrl	directory	11059200	1786698209	metadata-or-selected-evidence
$TMP/openramble-sensevoice-source-checkpoint	directory	178286592	1786741162	curated-content+metadata
$TMP/openramble-sensevoice-time-syntax-test.txt	file	777	1786741186	metadata-or-selected-evidence
$TMP/openramble-short-bucket-benchmark-session-id	file	17	1786725122	metadata-or-selected-evidence
$TMP/openramble-short-corpus-benchmark-session-id	file	17	1786733462	metadata-or-selected-evidence
$TMP/openramble-short-corpus-benchmark-session2	file	71	1786735651	metadata-or-selected-evidence
$TMP/openramble-short-corpus-benchmark-start	file	11	1786733462	metadata-or-selected-evidence
$TMP/openramble-short-engine-benchmark-skill.env	file	131	1786689867	metadata-or-selected-evidence
$TMP/openramble-short-engine.SpfSeY	directory	2280763392	1786689446	metadata-or-selected-evidence
$TMP/openramble-short-handy-baseline.txt	file	544	1786682230	metadata-or-selected-evidence
$TMP/openramble-short-or-baseline.txt	file	8788	1786682195	metadata-or-selected-evidence
$TMP/openramble-short-profile-bench.txt	file	48508	1786682945	metadata-or-selected-evidence
$TMP/openramble-short-profile-bench2.txt	file	21608	1786682974	metadata-or-selected-evidence
$TMP/openramble-short-profile-output.txt	file	26988	1786682346	metadata-or-selected-evidence
$TMP/openramble-short-profile-sample-command.txt	file	0	1786682334	metadata-or-selected-evidence
$TMP/openramble-short-profile2-output.txt	file	10848	1786682389	metadata-or-selected-evidence
$TMP/openramble-short-quality-gate	directory	289763328	1786726704	curated-content+metadata
$TMP/openramble-short-risk-benchmark-session-id	file	17	1786726401	metadata-or-selected-evidence
$TMP/openramble-short-shape	directory	14529519616	1786723362	curated-content+metadata
$TMP/openramble-short-vocab-off.txt	file	3009	1786682303	metadata-or-selected-evidence
$TMP/openramble-short-vocab-on.txt	file	3047	1786682296	metadata-or-selected-evidence
$TMP/openramble-speech-analyzer-probe	directory	204800	1786735556	curated-content+metadata
$TMP/openramble-static12_5-no-vocab-fallback-v1	directory	151552	1786740410	curated-content+metadata
$TMP/openramble-stop-precompute-ee9a7f12	directory	278315008	1786727006	curated-content+metadata
$TMP/openramble-streaming-tdt-audit-ee9a7f12	directory	167936	1786740821	curated-content+metadata
$TMP/openramble-supervisor-suite.log	file	11626	1786703161	metadata-or-selected-evidence
$TMP/openramble-swift-sdk	directory	1986560	1786648523	metadata-or-selected-evidence
$TMP/openramble-tdt-provider-bench	directory	9162752	1786722220	metadata-or-selected-evidence
$TMP/openramble-two-or-ab.py	file	8922	1786718868	metadata-or-selected-evidence
$TMP/openramble-two-or-baseline.stderr.log	file	170	1786721683	metadata-or-selected-evidence
$TMP/openramble-two-or-candidate.stderr.log	file	170	1786721684	metadata-or-selected-evidence
$TMP/openramble-vocab-resident.log	file	0	1786697451	metadata-or-selected-evidence
$TMP/openramble-vocab-warmup-green.log	file	96160	1786703090	metadata-or-selected-evidence
$TMP/openramble-vocab-warmup-red.log	file	374871	1786703033	metadata-or-selected-evidence
$TMP/openramble-vocabulary-fallback-current.log	file	160656	1786703806	metadata-or-selected-evidence
$TMP/openramble-whisper-audit.AgEtzS	directory	53854208	1786702375	metadata-or-selected-evidence
$TMP/openramble-worker-build.CG9PVh	directory	874504192	1786685227	metadata-or-selected-evidence
$TMP/openramble-worker-build.YeWMxn	directory	856031232	1786685264	metadata-or-selected-evidence
$TMP/openramble-worker-build.log	file	53941	1786685321	metadata-or-selected-evidence
$TMP/openramble-worker-focused.log	file	90767	1786686515	metadata-or-selected-evidence
$TMP/openramble-worker-tests.log	file	191101	1786686273	metadata-or-selected-evidence
$TMP/openramble-xcodegen.log	file	181	1786708998	metadata-or-selected-evidence
